SUBSTANCE(S) ACTIVE(S),P.COMM,SOCIÉTÉ,FABRICANT,SUBSTANCE_ACTIVE_1,SUBSTANCE_UNIT_1,SUBSTANCE_Corr_1,SUBSTANCE_ACTIVE_2,SUBSTANCE_UNIT_2,SUBSTANCE_Corr_2,SUBSTANCE_ACTIVE_3,SUBSTANCE_UNIT_3,SUBSTANCE_Corr_3,SUBSTANCE_ACTIVE_4,SUBSTANCE_UNIT_4,SUBSTANCE_Corr_4,SOCIÉTÉ_CANONIQUE,FABRICANT_CANONIQUE,Status_Glb
AZOXYSTROBINE + DIFENOCONAZOLE,BLACK PANTHER SC,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE,AZOXYSTROBINE,AZOXYSTROBINE,AZOXYSTROBINE,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE,
AZOXYSTROBINE + DIFENOCONAZOLE,FULL TOP SC,NEGANOR,JIANGYIN SULI CHEMICALCO,AZOXYSTROBINE,AZOXYSTROBINE,AZOXYSTROBINE,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,NEGANOR,JIANGYIN SULI CHEMICALCO,
AZOXYSTROBINE +DIFENOCONAZOLE,ORTIVA TOP,SLOGRI,SYNGENTA,AZOXYSTROBINE,AZOXYSTROBINE,AZOXYSTROBINE,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,SLOGRI,SYNGENTA,
AZOXYSTROBINE + DIFÉNOCONAZOLE,AZ-TOP,SLDA,SHARDA CROPCHEM LIMITED,AZOXYSTROBINE,AZOXYSTROBINE,AZOXYSTROBINE,DIFÉNOCONAZOLE,DIFÉNOCONAZOLE,DIFENOCONAZOLE,,,,,,,SLDA,SHARDA CROPCHEM,
AZOXYSTROBINE + EPOXICONAZOLE,TAZER XPERT SC,EL MOUSSEM,NUFARM,AZOXYSTROBINE,AZOXYSTROBINE,AZOXYSTROBINE,EPOXICONAZOLE,EPOXICONAZOLE,EPOXICONAZOLE,,,,,,,EL MOUSSEM,NUFARM,Not Approved
BACILLUS AMYLOLIQUEFACIENS SOUCHE FZB24:,TAEGRO,COTUGRAIN,NOVOZYMESBIOLOGICALS INC/SYNGENTA,BACILLUS AMYLOLIQUEFACIENS SOUCHE FZB24:,BACILLUS AMYLOLIQUEFACIENS SOUCHE FZB24:,BACILLUS AMYLOLIQUEFACIENS SOUCHE FZB24:,,,,,,,,,,COTUGRAIN,NOVOZYMESBIOLOGICALS SYNGENTA,
BACILLUS THURINGIENSIS,BELTHIRUL 16SC,AGRIPROTEC,PROBLETE,BACILLUS THURINGIENSIS,BACILLUS THURINGIENSIS,BACILLUS THURINGIENSIS KURSTAKI,,,,,,,,,,AGRIPROTEC,PROBLETE,
BACILLUS THURINGIENSIS,DELFIN WG,AGROSYSTEMES,CERTIS,BACILLUS THURINGIENSIS,BACILLUS THURINGIENSIS,BACILLUS THURINGIENSIS KURSTAKI,,,,,,,,,,AGROSYSTEMES,CERTIS,
"BACILLUS THURINGIENSIS (SPKURSTAKI),SOUCHE ABTS-351",TOUTA STOP WP,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,"BACILLUS THURINGIENSIS (SPKURSTAKI), SOUCHE ABTS-351","BACILLUS THURINGIENSIS (SPKURSTAKI), SOUCHE ABTS-351","BACILLUS THURINGIENSIS (SPKURSTAKI), SOUCHE ABTS-351",,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,
"BACILLUS THURINGIENSIS (SPKURSTAKI),SOUCHE ABTS-351",BACTOSPINE DF,SEPCM,VALENT BIOSCIENCE CORPORATION/SUMITOMO CHEMICAL,"BACILLUS THURINGIENSIS (SPKURSTAKI),SOUCHE ABTS-351","BACILLUS THURINGIENSIS (SPKURSTAKI),SOUCHE ABTS-351","BACILLUS THURINGIENSIS (SPKURSTAKI), SOUCHE ABTS-351",,,,,,,,,,SEPCM,VALENT BIOSCIENCE CORPORATION SUMITOMO,
BACILLUS THURINGIENSIS KURSTAKI,HALT WP,NEGANOR,BIOSTADT INDE,BACILLUS THURINGIENSIS KURSTAKI,BACILLUS THURINGIENSIS KURSTAKI,BACILLUS THURINGIENSIS KURSTAKI,,,,,,,,,,NEGANOR,BIOSTADT INDE,
BACILLUS THURINGIENSIS SUBSP-KURSTAKISOUCHE EG-2348,LEPINOX PLUS WP,COTUGRAIN,CBC (EUROPE)/BIOGARD,BACILLUS THURINGIENSIS SUBSP-KURSTAKISOUCHE EG-2348,BACILLUS THURINGIENSIS SUBSP-KURSTAKISOUCHE EG-2348,"BACILLUS THURINGIENSIS SUBSP-KURSTAKI, SOUCHE EG-2348",,,,,,,,,,COTUGRAIN,CBC EUROPE BIOGARD,
BEAUVERIA BASSIANA STRAIN ATCC 74040,NATURALIS,COTUGRAIN,CBC EUROPE/ITALIE,BEAUVERIA BASSIANA STRAIN ATCC 74040,BEAUVERIA BASSIANA STRAIN ATCC 74040,BEAUVERIA BASSIANA STRAIN ATCC 74040,,,,,,,,,,COTUGRAIN,CBC EUROPE ITALIE,
BEAUVERIA BASSIANA STRAIN ATCC 74040,NATURALIS SC,COTUGRAIN,CBC EUROPE,BEAUVERIA BASSIANA STRAIN ATCC 74040,BEAUVERIA BASSIANA STRAIN ATCC 74040,BEAUVERIA BASSIANA STRAIN ATCC 74040,,,,,,,,,,COTUGRAIN,CBC EUROPE,
BEAUVERIA BASSIANA STRAIN R444,BB-PROTEC WP,ALOHA AGRICULTURE,PLANT HEALTH PRODUCTS (PHY)/ANDERMATT PHP(PTY) LTD/ANDERMATT BIOCONTROL GROUP AG,BEAUVERIA BASSIANA STRAIN R444,BEAUVERIA BASSIANA STRAIN R444,BEAUVERIA BASSIANA STRAIN R444,,,,,,,,,,ALOHA,PLANT HEALTH PRODUCTS PHY SUD D AFRIQUE ANDERMATT PHP PTY ANDERMATT BIOCONTROL GROUP AG,Pending
BENTAZONE,BASAGRAN,STIMA,BASF,BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,STIMA,BASF,
BENTAZONE,BASASTAR SL,AGRIPLUS,"NANJING FENGSHAN CHEMICAL GROUP CO,LTD",BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,AGRIPLUS,NANJING FENGSHAN GROUP,
BENTAZONE,BENHUR SL,PROTAGRI,NANJING AGROCHEMICAL,BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,PROTAGRI,NANJING,
BENTAZONE,BENTA SL,EL KHADRA,"NANJING FENGSHAN CHEMICAL GROUP CO,LTD/NANGIN G FENGSHAN",BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,EL KHADRA,NANJING FENGSHAN GROUP NANGIN G FENGSHAN,
BENTAZONE,BENTAPROTEKT SL,LIEN AGRICOLE,ANHUI ZHONGSHAN CHEMICAL(FABRIQUÉ)/CHINE(PROTEKTINGPHYTOSANITARY/ESPAGNE(DIST),BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,LIEN,ANHUI ZHONGSHAN FABRIQUE CHINE PROTEKTINGPHYTOSANITARY ESPAGNE DIST,
BENTAZONE,FIGHTER,COTUGRAIN,BASF,BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,COTUGRAIN,BASF,
BENTAZONE,RAINZONE EC,NEGANOR FFT,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD CHINE,BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,NEGANOR FFT,SHANDONG WEIFANG RAINBOW CHINE,
BENTAZONE,TROY 480 SL,AGRIPROTEC,UPL LIMITED,BENTAZONE,BENTAZONE,BENTAZONE,,,,,,,,,,AGRIPROTEC,UPL,
BENZOVINDIFLUPYR +AZOXYSTROBIN +PROPICONAZOLE,ELATUSTM ARC SE,SOLAGRI,SYNGENTA AGRO AG,BENZOVINDIFLUPYR,BENZOVINDIFLUPYR,BENZOVINDIFLUPYR (SOLATENOL),AZOXYSTROBIN,AZOXYSTROBIN,AZOXYSTROBINE,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,,,,SOLAGRI,SYNGENTA AGRO AG,Not Approved
BIFENAZATE,COMITE 240 SC,BIOPROTECTION,CHEMTURA/AR,BIFENAZATE,BIFENAZATE,BIFENAZATE,,,,,,,,,,BIOPROTECTION,CHEMTURA AR,
BORAX,OROTUN,RAYEN PHYTAGRI,ORO AGRI,BORAX,BORAX,BORAX,,,,,,,,,,RAYEN PHYTAGRI,ORO AGRI,Not Approved
BORAX,PREV-AM,EL MOUSSEM,ORO AGRI,BORAX,BORAX,BORAX,,,,,,,,,,EL MOUSSEM,ORO AGRI,Not Approved
BOSCALID + PYRACLOSTROBIN,BOOSTER WG,NEGANOR,NANJING AGROCHEMICAL /CHINE,BOSCALID,BOSCALID,BOSCALID,PYRACLOSTROBIN,PYRACLOSTROBIN,PYRACLOSTROBINE,,,,,,,NEGANOR,NANJING CHINE,
BOSCALID +PYRACLOSTROBIN,PRISTINE WG,AGRIPROTEC,BASF,BOSCALID,BOSCALID,BOSCALID,PYRACLOSTROBIN,PYRACLOSTROBIN,PYRACLOSTROBINE,,,,,,,AGRIPROTEC,BASF,
BOSCALID +KRÉSOXYM-METHYL,COLLIS 300SC,STIMA,BASF,BOSCALID,BOSCALID,BOSCALID,KRÉSOXYM-METHYL,KRÉSOXYM-METHYL,KREOXIM-METHYL,,,,,,,STIMA,BASF,
BRODIFACOUM,BRODITOP,ETS MEZGHANI,ZAPI SPA,BRODIFACOUM,BRODIFACOUM,BRODIFACOUM,,,,,,,,,,ETS MEZGHANI,ZAPI,Not Approved
BRODIFACOUM,BRODITOP WAX BLOCK,ETS MEZGHANI,ZAPI SPA,BRODIFACOUM,BRODIFACOUM,BRODIFACOUM,,,,,,,,,,ETS MEZGHANI,ZAPI,Not Approved
BRODIFACOUM,KLERAT,AGRIPROTEC,SYNGENTA,BRODIFACOUM,BRODIFACOUM,BRODIFACOUM,,,,,,,,,,AGRIPROTEC,SYNGENTA,Not Approved
BRODIFACOUM,RATICIDE DETIA,STIMA,DETIA,BRODIFACOUM,BRODIFACOUM,BRODIFACOUM,,,,,,,,,,STIMA,DETIA,Not Approved
BUPIRIMATE,NIMROD,SEPCM,AAKO BV,BUPIRIMATE,BUPIRIMATE,BUPIRIMATE,,,,,,,,,,SEPCM,AAKO BV,
CAPSAICINE +ALLY ISOTHIOCYANATE,DAZITOL,EL KHADRA,CHAMPION MILLENIUM CHEMICALS,CAPSAICINE,CAPSAICINE,CAPSAICINE,ALLY ISOTHIOCYANATE,ALLY ISOTHIOCYANATE,Allyl isothiocyanate,,,,,,,EL KHADRA,CHAMPION MILLENIUM,Not Approved
CAPTANE,AKOTAN 830 WP,SEPCM,AAKO,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,SEPCM,AAKO,
CAPTANE,CAPITOL 80 WG,AGRONOMIC LAND,SHARDA,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,AGRONOMIC LAND,SHARDA,
CAPTANE,CAPLANT EC,FERTIPLANT,SHARDA CROPCHEM LIMITED,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,FERTIPLANT,SHARDA CROPCHEM,
CAPTANE,CAPTAN 83 WP,AGRIPROTEC,ARYSTA LIFESCIENCE/UPL,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,AGRIPROTEC,ARYSTA LIFESCIENCE UPL,
CAPTANE,FILDER,EL MOUSSEM,ARYSTA LIFESCIENCE/UPL,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,EL MOUSSEM,ARYSTA LIFESCIENCE UPL,
CAPTANE,KAPI-TOP 48 EC,AGRINOVA,SHARDA CROPCHEM LIMITED INDE,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,AGRINOVA,SHARDA CROPCHEM INDE,
CAPTANE,MALVIN80 WG,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,BIOPROTECTION,UPL ARYSTA LIFESCIENCE,
CAPTANE,MITANE,SOCOOPEC,SHARDA,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,SOCOOPEC,SHARDA,
CAPTANE,PROTHANE,DELTA AGRICOLE PLUS,SHARDA,CAPTANE,CAPTANE,CAPTANE,,,,,,,,,,DELTA PLUS,SHARDA,
CARBANDAZIME,MANDARIN,SANABEL AGRO,SINON CORPORATION/ TAIWAN,CARBANDAZIME,CARBANDAZIME,CARBANDAZIME,,,,,,,,,,SANABEL AGRO,SINON CORPORATION TAIWAN,Not Approved
CHINOZOLE,BELTANOL-L,AGRIPROTEC,PROBELTE,CHINOZOLE,CHINOZOLE,CHINOZOLE,,,,,,,,,,AGRIPROTEC,PROBELTE,
CHINOZOLE,V-NOL,AGROSYSTEMES,PROBELTE,CHINOZOLE,CHINOZOLE,CHINOZOLE,,,,,,,,,,AGROSYSTEMES,PROBELTE,
CHLORANTRANILIPROLE + THIAMETHOXAM,DURIVO,SOLAGRI,SYNGENTA,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,THIAMETHOXAM,THIAMETHOXAM,THIAMETHOXAM,,,,,,,SOLAGRI,SYNGENTA,Not Approved
CHLORANTRANILIPROLE,ALTACOR 35 WG,AGRIPROTEC,FMC,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,,,,,,,,,,AGRIPROTEC,FMC,
CHLORANTRANILIPROLE,CLEVEROLE SC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,,,,,,,,,,UNIAGRO,SHANDONG WEIFANG RAINBOW,
CHLORANTRANILIPROLE,CORAGEN 20 SC,SEPCM,DU PONT/FMC,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,,,,,,,,,,SEPCM,DU PONT FMC,
CHLORANTRANILIPROLE,COREGIS SC,PROMOCHIMIE,DU PONT/FMC,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,,,,,,,,,,PROMOCHIMIE,DU PONT FMC,
CHLORANTRANILIPROLE,KORTEX,NEGANOR FFT,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,,,,,,,,,,NEGANOR FFT,SHANDONG WEIFANG RAINBOW,
CHLORANTRANILIPROLE + ABAMECTINE,VOLIAMTARGO 063 SC,BIOPROTECTION,SYNGENTA,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,ABAMECTINE,ABAMECTINE,ABAMECTINE,,,,,,,BIOPROTECTION,SYNGENTA,
CHLORANTRANILIPROLE + EMAMECTIN BENZOATE,PROPROLE (SC),TASMID,"NANJING AGROCHEMICAL CO., LTD.",CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,EMAMECTIN BENZOATE,,,,,,,TASMID,NANJING,
CHLORANTRANILIPROLE +LAMBDA-CYHALOTHRINE,POLYVALENT SC,STÉ EL KHADRA,"EASTCHEM CO,LTD CHINE",CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,STE EL KHADRA,EASTCHEM CHINE,
CHLORANTRANILIPROLE + LAMBDACYHALOTHRIN,LASTROLE EC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,LAMBDACYHALOTHRIN,LAMBDACYHALOTHRIN,LAMBADA CYHALOTHRINE,,,,,,,UNIAGRO,SHANDONG WEIFANG RAINBOW,
CHLORANTRANILIPROLE + LAMBDACYHALOTHRIN,PLIGO ZC,NEGANOR FFT,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,LAMBDACYHALOTHRIN,LAMBDACYHALOTHRIN,LAMBADA CYHALOTHRINE,,,,,,,NEGANOR FFT,SHANDONG WEIFANG RAINBOW,
CHLORANTRANILIPROLE + LAMBDACYHALOTHRINE,BESIEGE 150 ZC,COTUGRAIN IMPEX,SYNGENTA,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,LAMBDACYHALOTHRINE,LAMBDACYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,COTUGRAIN IMPEX,SYNGENTA,
CHLORANTRANILIPROLE +METHOXYFENOZIDE,ABSOLUT SC,STEC,NANJING AGROCHEMICAL CHINE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,CHLORANTRANILIPROLE,METHOXYFENOZIDE,METHOXYFENOZIDE,METHOXYFENOZIDE,,,,,,,STEC,NANJING CHINE,Not Approved
CHLORMEQUAT-CHLORURE,CEKWAT 750,BIOPROTECTION,NUFARM,CHLORMEQUAT-CHLORURE,CHLORMEQUAT-CHLORURE,CHLORMEQUAT-CHLORURE,,,,,,,,,,BIOPROTECTION,NUFARM,
CHLORMEQUAT-CHLORURE,STABILAN750,AGRIPROTEC,NUFARM,CHLORMEQUAT-CHLORURE,CHLORMEQUAT-CHLORURE,CHLORMEQUAT-CHLORURE,,,,,,,,,,AGRIPROTEC,NUFARM,
CHLOROPROPHAME,NEOSTOP 500 HN,PROTAGRI,AGRIPHAR,CHLOROPROPHAME,CHLOROPROPHAME,CHLOROPROPHAME,,,,,,,,,,PROTAGRI,AGRIPHAR,Not Approved
CHLOROTHALONIL + TEBUCONAZOLE,CAMARO COMBI SC,RAYEN PHYTAGRI,PARIJAT INDUSTRIES,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,RAYEN PHYTAGRI,PARIJAT INDUSTRIES,Not Approved
CHLOROTHALONIL +TEBUCONAZOLE,SUPER PLAZMA SC,AGRIPROTEC,NUFARM,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,AGRIPROTEC,NUFARM,Not Approved
CHLOROTHALONIL + TEBUCONAZOLE,TIGER,EL MOUSSEM AGRICOLE,PARIJAT INDUSTRIES,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,EL MOUSSEM,PARIJAT INDUSTRIES,Not Approved
CHLOROTHALONIL + TEBUCONAZOLE,TIMPANI,EL MOUSSEM AGRICOLE,NUFARM,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,EL MOUSSEM,NUFARM,Not Approved
CHLOROTHALONIL +PROPICONAZOLE +CYPROCONAZOLE,"CHEROKEE 487,5 SE",SOLAGRI,SYNGENTA,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,,,,SOLAGRI,SYNGENTA,Not Approved
CHLOROTHALONIL + PROPICONAZOLE + CYPROCONAZOLE,PRIORI XTRA,SOLAGRI,SYNGENTA,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,PROPICONAZOLE,PROPICONAZOLE,PROPICONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,CYPROCONAZOLE,,,,SOLAGRI,SYNGENTA,Not Approved
CHLOROTHALONIL,BANKO 720 SC,BIOPROTECTION,ARYSTA LIFESCIENCE,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,,,,BIOPROTECTION,ARYSTA LIFESCIENCE,Not Approved
CHLOROTHALONIL,FAUDEL,SEPCM,AAKO,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,,,,SEPCM,AAKO,Not Approved
CHLOROTHALONIL,MORFUS 720 SC,SANABEL AGRO,ROTAM AGROCHEMICAL,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,,,,SANABEL AGRO,ROTAM,Not Approved
CHLOROTHALONIL + METALAXYL –M,ARIS GOLD,COTUGRAIN IMPEX,SYNGENTA,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,METALAXYL –M,METALAXYL –M,METALAXYL –M,,,,,,,COTUGRAIN IMPEX,SYNGENTA,Not Approved
CHLOROTHALONIL L +DIMETHOMOPHE,AVANTAGE CT,SANABEL AGRO,ROTAM AGROCHEMICALS,CHLOROTHALONIL L,CHLOROTHALONIL L,CHLOROTHALONIL,DIMETHOMOPHE,DIMETHOMOPHE,DIMETHOMOPHE,,,,,,,SANABEL AGRO,ROTAM,Not Approved
CHLOROTHAONIL,CHLORAMAX,SANABEL AGRO,SINON CORPORATION,CHLOROTHAONIL,CHLOROTHAONIL,CHLOROTHALONIL,,,,,,,,,,SANABEL AGRO,SINON CORPORATION,Not Approved
CHLOROTHAONIL,CLORTOSIP 500 SC,ATLAS AGRICOLE,SIPCAM INAGRA,CHLOROTHAONIL,CHLOROTHAONIL,CHLOROTHALONIL,,,,,,,,,,ATLAS,SIPCAM INAGRA,Not Approved
CHLOROTOLURON +PENDIMEYHALIN+ DIFLUFENICAN,UMBRA 590 SC,BIOPROTECTION,SYNGENTA,CHLOROTOLURON,CHLOROTOLURON,CHLOROTOLURON,PENDIMEYHALIN,PENDIMEYHALIN,PENDIMETHALINE,DIFLUFENICAN,DIFLUFENICAN,DIFLUFENICAN,,,,BIOPROTECTION,SYNGENTA,
CHLORPROPHAME,NEO STOP,PROTAGRI,AGRIPHAR,CHLORPROPHAME,CHLORPROPHAME,CHLORPROPHAME,,,,,,,,,,PROTAGRI,AGRIPHAR,Not Approved
CHLORPYRIFOS+GAMMA – CYHALOTHRIN,BOLTON EC,AGRIPROTEC,CHEMINOVA /FMC,CHLORPYRIFOS,CHLORPYRIFOS,CHLORPYRIFOS,GAMMA – CYHALOTHRIN,GAMMA – CYHALOTHRIN,GAMMA-CYHALOTHRINE,,,,,,,AGRIPROTEC,CHEMINOVA FMC,Not Approved
CHLORPYRIPHOS ETHYL,CHARTER,SANABEL AGRO,SINON CORPORATION,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,SANABEL AGRO,SINON CORPORATION,Not Approved
CHLORPYRI PHOS ETHYL,DELFOS 5G,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,Not Approved
CHLORPYRIPHOS ETHYL,LORSBAN 5G,INNOVA,DOW AGROSCIENCES,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,INNOVA,DOW AGROSCIENCES,Not Approved
CHLORPYRIPHOS-MÉTHYL,EXAQ EC,ATLAS AGRICOLE,DOW AGROSCIENCES,CHLORPYRIPHOS-MÉTHYL,CHLORPYRIPHOS-MÉTHYL,CHLORPYRIPHOS-METHYL,,,,,,,,,,ATLAS,DOW AGROSCIENCES,Not Approved
CHLORPYRIPHOS-MÉTHYL,RELDAN 40 EC,INNOVA,DOW AGROSCIENCES,CHLORPYRIPHOS-MÉTHYL,CHLORPYRIPHOS-MÉTHYL,CHLORPYRIPHOS-METHYL,,,,,,,,,,INNOVA,DOW AGROSCIENCES,Not Approved
CHLORPYRIPHOSETHYL,AKOCID 480 EC,STEC,AAKO,CHLORPYRIPHOSETHYL,CHLORPYRIPHOSETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,STEC,AAKO,Not Approved
CHLORPYRIPHOSETHYL,BONSOL,COTUGRAIN,SHARDA,CHLORPYRIPHOSETHYL,CHLORPYRIPHOSETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,COTUGRAIN,SHARDA,Not Approved
CHLORPYRIPHOSETHYL,PYRIFOS,FERTITECH,SHARDA,CHLORPYRIPHOSETHYL,CHLORPYRIPHOSETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,FERTITECH,SHARDA,Not Approved
CHLORPYRIPHOSETHYL,SUPER CHLORPY,EL MOUSSEM,GHARDA,CHLORPYRIPHOSETHYL,CHLORPYRIPHOSETHYL,CHLORPYRIPHOS ETHYL,,,,,,,,,,EL MOUSSEM,GHARDA,Not Approved
CHROMAFÉNOZIDE,MATRIC,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,CHROMAFÉNOZIDE,CHROMAFÉNOZIDE,CHROMAFENOZIDE,,,,,,,,,,BIOPROTECTION,UPL ARYSTA LIFESCIENCE,Not Approved
CINNAMALDHEYDE,SEICAN EC,ATLAS AGRICOLE,SEIPASA S.A,CINNAMALDHEYDE,CINNAMALDHEYDE,CINNAMALDHEYDE,,,,,,,,,,ATLAS,SEIPASA S A,Pending
CINNAMOMUM ZEYLANICUM :EXTRAIT DE CANNELLE (CINNAMALDEHYDE),CYNAM EC,COTUGRAIN,LIDA,CINNAMOMUM ZEYLANICUM :EXTRAIT DE CANNELLE (CINNAMALDEHYDE),CINNAMOMUM ZEYLANICUM :EXTRAIT DE CANNELLE (CINNAMALDEHYDE),CINNAMOMUM ZEYLANICUM :EXTRAIT DE CANNELLE (CINNAMALDEHYDE),,,,,,,,,,COTUGRAIN,LIDA,Pending
CLETHODIM,CLODIM FORTE 240 EC,SOLAGRI,SYNGENTA,CLETHODIM,CLETHODIM,CLETHODIME,,,,,,,,,,SOLAGRI,SYNGENTA,
CLETHODIM,FYTODIM EC,FERTITECH,TOPAGRO BIOSCIENCE,CLETHODIM,CLETHODIM,CLETHODIME,,,,,,,,,,FERTITECH,TOPAGRO BIOSCIENCE,
CLÉTHODIM,CLETHODIM EC SOUS RESERVE DE CHANGEMENT DE NOM,TASMID,PSYCHE M CHEMICALS LIMITED,CLÉTHODIM,CLÉTHODIM,CLETHODIME,,,,,,,,,,TASMID,PSYCHE M,
CLÉTHODIME,AKODIM 120 EC,SEPCM,AAKO,CLÉTHODIME,CLÉTHODIME,CLETHODIME,,,,,,,,,,SEPCM,AAKO,
CLÉTHODIME,SELECT SUPER,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,CLÉTHODIME,CLÉTHODIME,CLETHODIME,,,,,,,,,,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,
CLODINAFOP-PROPAGYL +CLOQUINTOCET-MEXYL,BUGUIS EC,AGRIPROTEC,PROPLAN,CLODINAFOP-PROPAGYL,CLODINAFOP-PROPAGYL,CLODINAFOP-PROPAGYL,CLOQUINTOCET-MEXYL,CLOQUINTOCET-MEXYL,CLOQUINTOCET –MEXYL,,,,,,,AGRIPROTEC,PROPLAN,
CLODINAFOP-PROPAGYL + CLOQUINTOCET-MEXYL,NAVIGATOR,BIOPROTECTION,SYNGENTA,CLODINAFOP-PROPAGYL,CLODINAFOP-PROPAGYL,CLODINAFOP-PROPAGYL,CLOQUINTOCET-MEXYL,CLOQUINTOCET-MEXYL,CLOQUINTOCET –MEXYL,,,,,,,BIOPROTECTION,SYNGENTA,
